index,Date,Number,Site,Cultivar,Firmness1,Firmness2,Brix,Starch,Image_folder_A,Image_folder_B,Image_folder_C,Image_folder_D,ID,image_num_A,image_filename_A,image_num_B,image_filename_B,image_num_C,image_filename_C,image_num_D,image_filename_D,Avg_firmness,Starch2,Streif
0,7-Mar-24,1,PFR FOPs,Gala,7.75,7.44,12.69,32,20240307 Gala/2024-03-07_001/2024-03-07_001.png,20240307 Gala/2024-03-07_002/2024-03-07_002.png,20240307 Gala/2024-03-07_003/2024-03-07_003.png,20240307 Gala/2024-03-07_004/2024-03-07_004.png,Gala_1,001,2024-03-07_001.png,002,2024-03-07_002.png,003,2024-03-07_003.png,004,2024-03-07_004.png,7.595000000000001,9.0,5.386524822695035
1,7-Mar-24,2,PFR FOPs,Gala,8.1,7.42,12.53,22,20240307 Gala/2024-03-07_001/2024-03-07_001.png,20240307 Gala/2024-03-07_002/2024-03-07_002.png,20240307 Gala/2024-03-07_003/2024-03-07_003.png,20240307 Gala/2024-03-07_004/2024-03-07_004.png,Gala_2,001,2024-03-07_001.png,002,2024-03-07_002.png,003,2024-03-07_003.png,004,2024-03-07_004.png,7.76,9.0,5.573822825219474
2,7-Mar-24,3,PFR FOPs,Gala,8.02,7.09,11.8,28,20240307 Gala/2024-03-07_001/2024-03-07_001.png,20240307 Gala/2024-03-07_002/2024-03-07_002.png,20240307 Gala/2024-03-07_003/2024-03-07_003.png,20240307 Gala/2024-03-07_004/2024-03-07_004.png,Gala_3,001,2024-03-07_001.png,002,2024-03-07_002.png,003,2024-03-07_003.png,004,2024-03-07_004.png,7.555,9.0,5.76228813559322
3,7-Mar-24,4,PFR FOPs,Gala,7.53,7.07,12.15,38,20240307 Gala/2024-03-07_001/2024-03-07_001.png,20240307 Gala/2024-03-07_002/2024-03-07_002.png,20240307 Gala/2024-03-07_003/2024-03-07_003.png,20240307 Gala/2024-03-07_004/2024-03-07_004.png,Gala_4,001,2024-03-07_001.png,002,2024-03-07_002.png,003,2024-03-07_003.png,004,2024-03-07_004.png,7.300000000000001,9.0,5.407407407407407
4,7-Mar-24,5,PFR FOPs,Gala,7.3,7.11,12.36,31,20240307 Gala/2024-03-07_001/2024-03-07_001.png,20240307 Gala/2024-03-07_002/2024-03-07_002.png,20240307 Gala/2024-03-07_003/2024-03-07_003.png,20240307 Gala/2024-03-07_004/2024-03-07_004.png,Gala_5,001,2024-03-07_001.png,002,2024-03-07_002.png,003,2024-03-07_003.png,004,2024-03-07_004.png,7.205,9.0,5.2463592233009715
5,7-Mar-24,6,PFR FOPs,Gala,7.36,7.07,11.49,20,20240307 Gala/2024-03-07_001/2024-03-07_001.png,20240307 Gala/2024-03-07_002/2024-03-07_002.png,20240307 Gala/2024-03-07_003/2024-03-07_003.png,20240307 Gala/2024-03-07_004/2024-03-07_004.png,Gala_6,001,2024-03-07_001.png,002,2024-03-07_002.png,003,2024-03-07_003.png,004,2024-03-07_004.png,7.215,9.0,5.651436031331593
6,7-Mar-24,7,PFR FOPs,Gala,7.25,7.8,11.65,18,20240307 Gala/2024-03-07_005/2024-03-07_005.png,20240307 Gala/2024-03-07_006/2024-03-07_006.png,20240307 Gala/2024-03-07_007/2024-03-07_007.png,20240307 Gala/2024-03-07_008/2024-03-07_008.png,Gala_7,005,2024-03-07_005.png,006,2024-03-07_006.png,007,2024-03-07_007.png,008,2024-03-07_008.png,7.525,10.0,6.459227467811159
7,7-Mar-24,8,PFR FOPs,Gala,6.61,7.15,11.51,16,20240307 Gala/2024-03-07_005/2024-03-07_005.png,20240307 Gala/2024-03-07_006/2024-03-07_006.png,20240307 Gala/2024-03-07_007/2024-03-07_007.png,20240307 Gala/2024-03-07_008/2024-03-07_008.png,Gala_8,005,2024-03-07_005.png,006,2024-03-07_006.png,007,2024-03-07_007.png,008,2024-03-07_008.png,6.880000000000001,10.0,5.977410947002607
8,7-Mar-24,9,PFR FOPs,Gala,7.78,10.02,11.07,84,20240307 Gala/2024-03-07_005/2024-03-07_005.png,20240307 Gala/2024-03-07_006/2024-03-07_006.png,20240307 Gala/2024-03-07_007/2024-03-07_007.png,20240307 Gala/2024-03-07_008/2024-03-07_008.png,Gala_9,005,2024-03-07_005.png,006,2024-03-07_006.png,007,2024-03-07_007.png,008,2024-03-07_008.png,8.9,4.0,3.2158988256549232
9,7-Mar-24,10,PFR FOPs,Gala,7.23,7.19,12.81,15,20240307 Gala/2024-03-07_005/2024-03-07_005.png,20240307 Gala/2024-03-07_006/2024-03-07_006.png,20240307 Gala/2024-03-07_007/2024-03-07_007.png,20240307 Gala/2024-03-07_008/2024-03-07_008.png,Gala_10,005,2024-03-07_005.png,006,2024-03-07_006.png,007,2024-03-07_007.png,008,2024-03-07_008.png,7.210000000000001,10.0,5.628415300546449
10,7-Mar-24,11,PFR FOPs,Gala,7.36,7.38,12.67,32,20240307 Gala/2024-03-07_005/2024-03-07_005.png,20240307 Gala/2024-03-07_006/2024-03-07_006.png,20240307 Gala/2024-03-07_007/2024-03-07_007.png,20240307 Gala/2024-03-07_008/2024-03-07_008.png,Gala_11,005,2024-03-07_005.png,006,2024-03-07_006.png,007,2024-03-07_007.png,008,2024-03-07_008.png,7.37,9.0,5.235201262825573
11,7-Mar-24,12,PFR FOPs,Gala,8.1,7.67,12.76,34,20240307 Gala/2024-03-07_005/2024-03-07_005.png,20240307 Gala/2024-03-07_006/2024-03-07_006.png,20240307 Gala/2024-03-07_007/2024-03-07_007.png,20240307 Gala/2024-03-07_008/2024-03-07_008.png,Gala_12,005,2024-03-07_005.png,006,2024-03-07_006.png,007,2024-03-07_007.png,008,2024-03-07_008.png,7.885,9.0,5.561520376175548
12,7-Mar-24,13,PFR FOPs,Gala,7.3,6.42,12.71,3,20240307 Gala/2024-03-07_009/2024-03-07_009.png,20240307 Gala/2024-03-07_010/2024-03-07_010.png,20240307 Gala/2024-03-07_011/2024-03-07_011.png,20240307 Gala/2024-03-07_012/2024-03-07_012.png,Gala_13,009,2024-03-07_009.png,010,2024-03-07_010.png,011,2024-03-07_011.png,012,2024-03-07_012.png,6.859999999999999,10.0,5.397324940991345
13,7-Mar-24,14,PFR FOPs,Gala,7.9,8.06,11.76,70,20240307 Gala/2024-03-07_009/2024-03-07_009.png,20240307 Gala/2024-03-07_010/2024-03-07_010.png,20240307 Gala/2024-03-07_011/2024-03-07_011.png,20240307 Gala/2024-03-07_012/2024-03-07_012.png,Gala_14,009,2024-03-07_009.png,010,2024-03-07_010.png,011,2024-03-07_011.png,012,2024-03-07_012.png,7.98,6.0,4.071428571428571
14,7-Mar-24,15,PFR FOPs,Gala,7.46,8.18,12.5,43,20240307 Gala/2024-03-07_009/2024-03-07_009.png,20240307 Gala/2024-03-07_010/2024-03-07_010.png,20240307 Gala/2024-03-07_011/2024-03-07_011.png,20240307 Gala/2024-03-07_012/2024-03-07_012.png,Gala_15,009,2024-03-07_009.png,010,2024-03-07_010.png,011,2024-03-07_011.png,012,2024-03-07_012.png,7.82,8.0,5.0048
15,7-Mar-24,16,PFR FOPs,Gala,7.4,6.9,11.52,30,20240307 Gala/2024-03-07_009/2024-03-07_009.png,20240307 Gala/2024-03-07_010/2024-03-07_010.png,20240307 Gala/2024-03-07_011/2024-03-07_011.png,20240307 Gala/2024-03-07_012/2024-03-07_012.png,Gala_16,009,2024-03-07_009.png,010,2024-03-07_010.png,011,2024-03-07_011.png,012,2024-03-07_012.png,7.15,9.0,5.585937500000001
16,7-Mar-24,17,PFR FOPs,Gala,7.17,8.09,12.39,10,20240307 Gala/2024-03-07_009/2024-03-07_009.png,20240307 Gala/2024-03-07_010/2024-03-07_010.png,20240307 Gala/2024-03-07_011/2024-03-07_011.png,20240307 Gala/2024-03-07_012/2024-03-07_012.png,Gala_17,009,2024-03-07_009.png,010,2024-03-07_010.png,011,2024-03-07_011.png,012,2024-03-07_012.png,7.63,10.0,6.15819209039548
17,7-Mar-24,18,PFR FOPs,Gala,8.77,8.59,10.91,80,20240307 Gala/2024-03-07_009/2024-03-07_009.png,20240307 Gala/2024-03-07_010/2024-03-07_010.png,20240307 Gala/2024-03-07_011/2024-03-07_011.png,20240307 Gala/2024-03-07_012/2024-03-07_012.png,Gala_18,009,2024-03-07_009.png,010,2024-03-07_010.png,011,2024-03-07_011.png,012,2024-03-07_012.png,8.68,4.0,3.1824014665444547
18,7-Mar-24,19,PFR FOPs,Gala,7.78,7.63,11.67,74,20240307 Gala/2024-03-07_013/2024-03-07_013.png,20240307 Gala/2024-03-07_014/2024-03-07_014.png,20240307 Gala/2024-03-07_015/2024-03-07_015.png,20240307 Gala/2024-03-07_016/2024-03-07_016.png,Gala_19,013,2024-03-07_013.png,014,2024-03-07_014.png,015,2024-03-07_015.png,016,2024-03-07_016.png,7.705,5.0,3.301199657240788
19,7-Mar-24,20,PFR FOPs,Gala,7.42,7.53,12.5,26,20240307 Gala/2024-03-07_013/2024-03-07_013.png,20240307 Gala/2024-03-07_014/2024-03-07_014.png,20240307 Gala/2024-03-07_015/2024-03-07_015.png,20240307 Gala/2024-03-07_016/2024-03-07_016.png,Gala_20,013,2024-03-07_013.png,014,2024-03-07_014.png,015,2024-03-07_015.png,016,2024-03-07_016.png,7.475,9.0,5.382
20,7-Mar-24,21,PFR FOPs,Gala,7.8,7.86,12.98,45,20240307 Gala/2024-03-07_013/2024-03-07_013.png,20240307 Gala/2024-03-07_014/2024-03-07_014.png,20240307 Gala/2024-03-07_015/2024-03-07_015.png,20240307 Gala/2024-03-07_016/2024-03-07_016.png,Gala_21,013,2024-03-07_013.png,014,2024-03-07_014.png,015,2024-03-07_015.png,016,2024-03-07_016.png,7.83,8.0,4.825885978428351
21,7-Mar-24,22,PFR FOPs,Gala,7.94,8.06,12.65,40,20240307 Gala/2024-03-07_013/2024-03-07_013.png,20240307 Gala/2024-03-07_014/2024-03-07_014.png,20240307 Gala/2024-03-07_015/2024-03-07_015.png,20240307 Gala/2024-03-07_016/2024-03-07_016.png,Gala_22,013,2024-03-07_013.png,014,2024-03-07_014.png,015,2024-03-07_015.png,016,2024-03-07_016.png,8.0,9.0,5.691699604743083
22,7-Mar-24,23,PFR FOPs,Gala,7.92,8.23,12.33,10,20240307 Gala/2024-03-07_013/2024-03-07_013.png,20240307 Gala/2024-03-07_014/2024-03-07_014.png,20240307 Gala/2024-03-07_015/2024-03-07_015.png,20240307 Gala/2024-03-07_016/2024-03-07_016.png,Gala_23,013,2024-03-07_013.png,014,2024-03-07_014.png,015,2024-03-07_015.png,016,2024-03-07_016.png,8.075,10.0,6.549067315490672
23,7-Mar-24,24,PFR FOPs,Gala,7.55,8.1,12.27,17,20240307 Gala/2024-03-07_013/2024-03-07_013.png,20240307 Gala/2024-03-07_014/2024-03-07_014.png,20240307 Gala/2024-03-07_015/2024-03-07_015.png,20240307 Gala/2024-03-07_016/2024-03-07_016.png,Gala_24,013,2024-03-07_013.png,014,2024-03-07_014.png,015,2024-03-07_015.png,016,2024-03-07_016.png,7.824999999999999,10.0,6.377343113284432
24,7-Mar-24,25,PFR FOPs,Gala,7.82,6.86,12.07,18,20240307 Gala/2024-03-07_017/2024-03-07_017.png,20240307 Gala/2024-03-07_018/2024-03-07_018.png,20240307 Gala/2024-03-07_019/2024-03-07_019.png,20240307 Gala/2024-03-07_020/2024-03-07_020.png,Gala_25,017,2024-03-07_017.png,018,2024-03-07_018.png,019,2024-03-07_019.png,020,2024-03-07_020.png,7.34,10.0,6.08119304059652
25,7-Mar-24,26,PFR FOPs,Gala,8.69,6.71,15.31,19,20240307 Gala/2024-03-07_017/2024-03-07_017.png,20240307 Gala/2024-03-07_018/2024-03-07_018.png,20240307 Gala/2024-03-07_019/2024-03-07_019.png,20240307 Gala/2024-03-07_020/2024-03-07_020.png,Gala_26,017,2024-03-07_017.png,018,2024-03-07_018.png,019,2024-03-07_019.png,020,2024-03-07_020.png,7.699999999999999,10.0,5.029392553886348
26,7-Mar-24,27,PFR FOPs,Gala,6.9,7.19,12.37,11,20240307 Gala/2024-03-07_017/2024-03-07_017.png,20240307 Gala/2024-03-07_018/2024-03-07_018.png,20240307 Gala/2024-03-07_019/2024-03-07_019.png,20240307 Gala/2024-03-07_020/2024-03-07_020.png,Gala_27,017,2024-03-07_017.png,018,2024-03-07_018.png,019,2024-03-07_019.png,020,2024-03-07_020.png,7.045,10.0,5.695230396119645
27,7-Mar-24,28,PFR FOPs,Gala,7.48,6.42,13.14,10,20240307 Gala/2024-03-07_017/2024-03-07_017.png,20240307 Gala/2024-03-07_018/2024-03-07_018.png,20240307 Gala/2024-03-07_019/2024-03-07_019.png,20240307 Gala/2024-03-07_020/2024-03-07_020.png,Gala_28,017,2024-03-07_017.png,018,2024-03-07_018.png,019,2024-03-07_019.png,020,2024-03-07_020.png,6.95,10.0,5.289193302891933
28,7-Mar-24,29,PFR FOPs,Gala,7.46,7.21,12.35,11,20240307 Gala/2024-03-07_017/2024-03-07_017.png,20240307 Gala/2024-03-07_018/2024-03-07_018.png,20240307 Gala/2024-03-07_019/2024-03-07_019.png,20240307 Gala/2024-03-07_020/2024-03-07_020.png,Gala_29,017,2024-03-07_017.png,018,2024-03-07_018.png,019,2024-03-07_019.png,020,2024-03-07_020.png,7.335,10.0,5.939271255060729
29,7-Mar-24,30,PFR FOPs,Gala,6.46,6.67,12.34,10,20240307 Gala/2024-03-07_017/2024-03-07_017.png,20240307 Gala/2024-03-07_018/2024-03-07_018.png,20240307 Gala/2024-03-07_019/2024-03-07_019.png,20240307 Gala/2024-03-07_020/2024-03-07_020.png,Gala_30,017,2024-03-07_017.png,018,2024-03-07_018.png,019,2024-03-07_019.png,020,2024-03-07_020.png,6.5649999999999995,10.0,5.320097244732577
30,7-Mar-24,31,PFR FOPs,Gala,8.19,7.57,11.7,40,20240307 Gala/2024-03-07_021/2024-03-07_021.png,20240307 Gala/2024-03-07_022/2024-03-07_022.png,20240307 Gala/2024-03-07_023/2024-03-07_023.png,20240307 Gala/2024-03-07_024/2024-03-07_024.png,Gala_31,021,2024-03-07_021.png,022,2024-03-07_022.png,023,2024-03-07_023.png,024,2024-03-07_024.png,7.88,9.0,6.061538461538462
31,7-Mar-24,32,PFR FOPs,Gala,8.48,7.86,11.42,71,20240307 Gala/2024-03-07_021/2024-03-07_021.png,20240307 Gala/2024-03-07_022/2024-03-07_022.png,20240307 Gala/2024-03-07_023/2024-03-07_023.png,20240307 Gala/2024-03-07_024/2024-03-07_024.png,Gala_32,021,2024-03-07_021.png,022,2024-03-07_022.png,023,2024-03-07_023.png,024,2024-03-07_024.png,8.17,5.0,3.5770577933450087
32,7-Mar-24,33,PFR FOPs,Gala,7.42,7.09,12.14,2,20240307 Gala/2024-03-07_021/2024-03-07_021.png,20240307 Gala/2024-03-07_022/2024-03-07_022.png,20240307 Gala/2024-03-07_023/2024-03-07_023.png,20240307 Gala/2024-03-07_024/2024-03-07_024.png,Gala_33,021,2024-03-07_021.png,022,2024-03-07_022.png,023,2024-03-07_023.png,024,2024-03-07_024.png,7.255,10.0,5.976112026359143
33,7-Mar-24,34,PFR FOPs,Gala,7.69,7.57,10.39,4,20240307 Gala/2024-03-07_021/2024-03-07_021.png,20240307 Gala/2024-03-07_022/2024-03-07_022.png,20240307 Gala/2024-03-07_023/2024-03-07_023.png,20240307 Gala/2024-03-07_024/2024-03-07_024.png,Gala_34,021,2024-03-07_021.png,022,2024-03-07_022.png,023,2024-03-07_023.png,024,2024-03-07_024.png,7.630000000000001,10.0,7.343599615014438
34,7-Mar-24,35,PFR FOPs,Gala,7.0,7.17,11.74,18,20240307 Gala/2024-03-07_021/2024-03-07_021.png,20240307 Gala/2024-03-07_022/2024-03-07_022.png,20240307 Gala/2024-03-07_023/2024-03-07_023.png,20240307 Gala/2024-03-07_024/2024-03-07_024.png,Gala_35,021,2024-03-07_021.png,022,2024-03-07_022.png,023,2024-03-07_023.png,024,2024-03-07_024.png,7.085,10.0,6.034923339011925
35,7-Mar-24,36,PFR FOPs,Gala,8.64,8.25,12.89,60,20240307 Gala/2024-03-07_021/2024-03-07_021.png,20240307 Gala/2024-03-07_022/2024-03-07_022.png,20240307 Gala/2024-03-07_023/2024-03-07_023.png,20240307 Gala/2024-03-07_024/2024-03-07_024.png,Gala_36,021,2024-03-07_021.png,022,2024-03-07_022.png,023,2024-03-07_023.png,024,2024-03-07_024.png,8.445,7.0,4.58611326609775
36,7-Mar-24,37,PFR FOPs,Gala,6.8,8.22,11.63,81,20240307 Gala/2024-03-07_025/2024-03-07_025.png,20240307 Gala/2024-03-07_026/2024-03-07_026.png,20240307 Gala/2024-03-07_027/2024-03-07_027.png,20240307 Gala/2024-03-07_028/2024-03-07_028.png,Gala_37,025,2024-03-07_025.png,026,2024-03-07_026.png,027,2024-03-07_027.png,028,2024-03-07_028.png,7.51,4.0,2.5829750644883918
37,7-Mar-24,38,PFR FOPs,Gala,6.98,8.27,12.28,81,20240307 Gala/2024-03-07_025/2024-03-07_025.png,20240307 Gala/2024-03-07_026/2024-03-07_026.png,20240307 Gala/2024-03-07_027/2024-03-07_027.png,20240307 Gala/2024-03-07_028/2024-03-07_028.png,Gala_38,025,2024-03-07_025.png,026,2024-03-07_026.png,027,2024-03-07_027.png,028,2024-03-07_028.png,7.625,4.0,2.48371335504886
38,7-Mar-24,39,PFR FOPs,Gala,8.32,8.5,12.91,29,20240307 Gala/2024-03-07_025/2024-03-07_025.png,20240307 Gala/2024-03-07_026/2024-03-07_026.png,20240307 Gala/2024-03-07_027/2024-03-07_027.png,20240307 Gala/2024-03-07_028/2024-03-07_028.png,Gala_39,025,2024-03-07_025.png,026,2024-03-07_026.png,027,2024-03-07_027.png,028,2024-03-07_028.png,8.41,9.0,5.8628969790859795
39,7-Mar-24,40,PFR FOPs,Gala,7.46,7.42,11.82,35,20240307 Gala/2024-03-07_025/2024-03-07_025.png,20240307 Gala/2024-03-07_026/2024-03-07_026.png,20240307 Gala/2024-03-07_027/2024-03-07_027.png,20240307 Gala/2024-03-07_028/2024-03-07_028.png,Gala_40,025,2024-03-07_025.png,026,2024-03-07_026.png,027,2024-03-07_027.png,028,2024-03-07_028.png,7.4399999999999995,9.0,5.664974619289339
40,7-Mar-24,41,PFR FOPs,Gala,8.63,9.27,12.18,87,20240307 Gala/2024-03-07_025/2024-03-07_025.png,20240307 Gala/2024-03-07_026/2024-03-07_026.png,20240307 Gala/2024-03-07_027/2024-03-07_027.png,20240307 Gala/2024-03-07_028/2024-03-07_028.png,Gala_41,025,2024-03-07_025.png,026,2024-03-07_026.png,027,2024-03-07_027.png,028,2024-03-07_028.png,8.95,3.0,2.2044334975369457
41,7-Mar-24,42,PFR FOPs,Gala,9.18,7.48,10.68,75,20240307 Gala/2024-03-07_025/2024-03-07_025.png,20240307 Gala/2024-03-07_026/2024-03-07_026.png,20240307 Gala/2024-03-07_027/2024-03-07_027.png,20240307 Gala/2024-03-07_028/2024-03-07_028.png,Gala_42,025,2024-03-07_025.png,026,2024-03-07_026.png,027,2024-03-07_027.png,028,2024-03-07_028.png,8.33,5.0,3.8998127340823974
42,7-Mar-24,43,PFR FOPs,Gala,7.78,7.34,12.58,35,20240307 Gala/2024-03-07_029/2024-03-07_029.png,20240307 Gala/2024-03-07_030/2024-03-07_030.png,20240307 Gala/2024-03-07_031/2024-03-07_031.png,20240307 Gala/2024-03-07_032/2024-03-07_032.png,Gala_43,029,2024-03-07_029.png,030,2024-03-07_030.png,031,2024-03-07_031.png,032,2024-03-07_032.png,7.5600000000000005,9.0,5.408585055643879
43,7-Mar-24,44,PFR FOPs,Gala,7.73,7.38,11.42,31,20240307 Gala/2024-03-07_029/2024-03-07_029.png,20240307 Gala/2024-03-07_030/2024-03-07_030.png,20240307 Gala/2024-03-07_031/2024-03-07_031.png,20240307 Gala/2024-03-07_032/2024-03-07_032.png,Gala_44,029,2024-03-07_029.png,030,2024-03-07_030.png,031,2024-03-07_031.png,032,2024-03-07_032.png,7.555,9.0,5.954028021015762
44,7-Mar-24,45,PFR FOPs,Gala,8.38,7.94,12.47,63,20240307 Gala/2024-03-07_029/2024-03-07_029.png,20240307 Gala/2024-03-07_030/2024-03-07_030.png,20240307 Gala/2024-03-07_031/2024-03-07_031.png,20240307 Gala/2024-03-07_032/2024-03-07_032.png,Gala_45,029,2024-03-07_029.png,030,2024-03-07_030.png,031,2024-03-07_031.png,032,2024-03-07_032.png,8.16,7.0,4.580593424218123
45,7-Mar-24,46,PFR FOPs,Gala,8.13,7.88,11.47,75,20240307 Gala/2024-03-07_029/2024-03-07_029.png,20240307 Gala/2024-03-07_030/2024-03-07_030.png,20240307 Gala/2024-03-07_031/2024-03-07_031.png,20240307 Gala/2024-03-07_032/2024-03-07_032.png,Gala_46,029,2024-03-07_029.png,030,2024-03-07_030.png,031,2024-03-07_031.png,032,2024-03-07_032.png,8.005,5.0,3.4895379250217964
46,7-Mar-24,47,PFR FOPs,Gala,7.53,7.0,13.1,16,20240307 Gala/2024-03-07_029/2024-03-07_029.png,20240307 Gala/2024-03-07_030/2024-03-07_030.png,20240307 Gala/2024-03-07_031/2024-03-07_031.png,20240307 Gala/2024-03-07_032/2024-03-07_032.png,Gala_47,029,2024-03-07_029.png,030,2024-03-07_030.png,031,2024-03-07_031.png,032,2024-03-07_032.png,7.265000000000001,10.0,5.5458015267175576
47,7-Mar-24,48,PFR FOPs,Gala,8.11,7.92,11.22,69,20240307 Gala/2024-03-07_029/2024-03-07_029.png,20240307 Gala/2024-03-07_030/2024-03-07_030.png,20240307 Gala/2024-03-07_031/2024-03-07_031.png,20240307 Gala/2024-03-07_032/2024-03-07_032.png,Gala_48,029,2024-03-07_029.png,030,2024-03-07_030.png,031,2024-03-07_031.png,032,2024-03-07_032.png,8.015,6.0,4.286096256684492
48,7-Mar-24,49,PFR FOPs,Gala,7.4,8.89,10.99,76,20240307 Gala/2024-03-07_033/2024-03-07_033.png,20240307 Gala/2024-03-07_034/2024-03-07_034.png,20240307 Gala/2024-03-07_035/2024-03-07_035.png,20240307 Gala/2024-03-07_036/2024-03-07_036.png,Gala_49,033,2024-03-07_033.png,034,2024-03-07_034.png,035,2024-03-07_035.png,036,2024-03-07_036.png,8.145,5.0,3.705641492265696
49,7-Mar-24,50,PFR FOPs,Gala,7.86,7.46,11.58,41,20240307 Gala/2024-03-07_033/2024-03-07_033.png,20240307 Gala/2024-03-07_034/2024-03-07_034.png,20240307 Gala/2024-03-07_035/2024-03-07_035.png,20240307 Gala/2024-03-07_036/2024-03-07_036.png,Gala_50,033,2024-03-07_033.png,034,2024-03-07_034.png,035,2024-03-07_035.png,036,2024-03-07_036.png,7.66,9.0,5.953367875647669
50,7-Mar-24,51,PFR FOPs,Gala,8.3,8.51,12.58,69,20240307 Gala/2024-03-07_033/2024-03-07_033.png,20240307 Gala/2024-03-07_034/2024-03-07_034.png,20240307 Gala/2024-03-07_035/2024-03-07_035.png,20240307 Gala/2024-03-07_036/2024-03-07_036.png,Gala_51,033,2024-03-07_033.png,034,2024-03-07_034.png,035,2024-03-07_035.png,036,2024-03-07_036.png,8.405000000000001,6.0,4.008744038155804
51,7-Mar-24,52,PFR FOPs,Gala,8.4,8.76,12.21,42,20240307 Gala/2024-03-07_033/2024-03-07_033.png,20240307 Gala/2024-03-07_034/2024-03-07_034.png,20240307 Gala/2024-03-07_035/2024-03-07_035.png,20240307 Gala/2024-03-07_036/2024-03-07_036.png,Gala_52,033,2024-03-07_033.png,034,2024-03-07_034.png,035,2024-03-07_035.png,036,2024-03-07_036.png,8.58,8.0,5.621621621621621
52,7-Mar-24,53,PFR FOPs,Gala,7.23,7.05,11.73,40,20240307 Gala/2024-03-07_033/2024-03-07_033.png,20240307 Gala/2024-03-07_034/2024-03-07_034.png,20240307 Gala/2024-03-07_035/2024-03-07_035.png,20240307 Gala/2024-03-07_036/2024-03-07_036.png,Gala_53,033,2024-03-07_033.png,034,2024-03-07_034.png,035,2024-03-07_035.png,036,2024-03-07_036.png,7.140000000000001,9.0,5.478260869565218
53,7-Mar-24,54,PFR FOPs,Gala,6.63,6.57,11.45,13,20240307 Gala/2024-03-07_033/2024-03-07_033.png,20240307 Gala/2024-03-07_034/2024-03-07_034.png,20240307 Gala/2024-03-07_035/2024-03-07_035.png,20240307 Gala/2024-03-07_036/2024-03-07_036.png,Gala_54,033,2024-03-07_033.png,034,2024-03-07_034.png,035,2024-03-07_035.png,036,2024-03-07_036.png,6.6,10.0,5.764192139737991
54,7-Mar-24,55,PFR FOPs,Gala,7.57,7.71,12.28,27,20240307 Gala/2024-03-07_037/2024-03-07_037.png,20240307 Gala/2024-03-07_038/2024-03-07_038.png,20240307 Gala/2024-03-07_039/2024-03-07_039.png,20240307 Gala/2024-03-07_040/2024-03-07_040.png,Gala_55,037,2024-03-07_037.png,038,2024-03-07_038.png,039,2024-03-07_039.png,040,2024-03-07_040.png,7.640000000000001,9.0,5.599348534201955
55,7-Mar-24,56,PFR FOPs,Gala,8.02,8.96,12.5,48,20240307 Gala/2024-03-07_037/2024-03-07_037.png,20240307 Gala/2024-03-07_038/2024-03-07_038.png,20240307 Gala/2024-03-07_039/2024-03-07_039.png,20240307 Gala/2024-03-07_040/2024-03-07_040.png,Gala_56,037,2024-03-07_037.png,038,2024-03-07_038.png,039,2024-03-07_039.png,040,2024-03-07_040.png,8.49,8.0,5.4336
56,7-Mar-24,57,PFR FOPs,Gala,7.88,8.23,12.19,39,20240307 Gala/2024-03-07_037/2024-03-07_037.png,20240307 Gala/2024-03-07_038/2024-03-07_038.png,20240307 Gala/2024-03-07_039/2024-03-07_039.png,20240307 Gala/2024-03-07_040/2024-03-07_040.png,Gala_57,037,2024-03-07_037.png,038,2024-03-07_038.png,039,2024-03-07_039.png,040,2024-03-07_040.png,8.055,9.0,5.947087776866284
57,7-Mar-24,58,PFR FOPs,Gala,6.78,7.67,12.77,16,20240307 Gala/2024-03-07_037/2024-03-07_037.png,20240307 Gala/2024-03-07_038/2024-03-07_038.png,20240307 Gala/2024-03-07_039/2024-03-07_039.png,20240307 Gala/2024-03-07_040/2024-03-07_040.png,Gala_58,037,2024-03-07_037.png,038,2024-03-07_038.png,039,2024-03-07_039.png,040,2024-03-07_040.png,7.225,10.0,5.657791699295222
58,7-Mar-24,59,PFR FOPs,Gala,7.98,8.76,11.66,84,20240307 Gala/2024-03-07_037/2024-03-07_037.png,20240307 Gala/2024-03-07_038/2024-03-07_038.png,20240307 Gala/2024-03-07_039/2024-03-07_039.png,20240307 Gala/2024-03-07_040/2024-03-07_040.png,Gala_59,037,2024-03-07_037.png,038,2024-03-07_038.png,039,2024-03-07_039.png,040,2024-03-07_040.png,8.370000000000001,4.0,2.8713550600343054
59,7-Mar-24,60,PFR FOPs,Gala,8.76,7.86,10.8,88,20240307 Gala/2024-03-07_037/2024-03-07_037.png,20240307 Gala/2024-03-07_038/2024-03-07_038.png,20240307 Gala/2024-03-07_039/2024-03-07_039.png,20240307 Gala/2024-03-07_040/2024-03-07_040.png,Gala_60,037,2024-03-07_037.png,038,2024-03-07_038.png,039,2024-03-07_039.png,040,2024-03-07_040.png,8.31,3.0,2.3083333333333336
60,7-Mar-24,61,PFR FOPs,Gala,7.4,7.42,12.51,31,20240307 Gala/2024-03-07_041/2024-03-07_041.png,20240307 Gala/2024-03-07_042/2024-03-07_042.png,20240307 Gala/2024-03-07_043/2024-03-07_043.png,20240307 Gala/2024-03-07_044/2024-03-07_044.png,Gala_61,041,2024-03-07_041.png,042,2024-03-07_042.png,043,2024-03-07_043.png,044,2024-03-07_044.png,7.41,9.0,5.330935251798561
